UVES_id,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_variable_flag,non_single_star,has_xp_continuous,phot_bp_n_obs,phot_rp_n_obs,ra_or,dec_or, radr3, decdr3,namefits,bestfitFLAG,COMMENT,Sptype,Teff,logg,Fe_H,E(B-V)
Achernar,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,      24.4285227999999996,     -57.2367527999999979,       0.0000000000000000,       0.0000000000000000,Achernar.fits,  0,Be,B6Vpe,  14679.7,   3.08,   0.18,   0.02
Agena,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     210.9558556000000067,     -60.3730351999999968,       0.0000000000000000,       0.0000000000000000,Agena.fits,  0,VAR,B1III,  33254.4,   3.88,  -0.26,   0.08
Aldebaran,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,      68.9801628000000022,      16.5093023999999993,       0.0000000000000000,       0.0000000000000000,Aldebaran.fits,  0,AGB,K5+III,   3859.6,  -0.16,  -1.16,   0.10
Altair,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     297.6958273000000190,       8.8683212000000005,       0.0000000000000000,       0.0000000000000000,Altair.fits,  0,VAR,A7Vn,   7485.4,   3.72,  -0.08,   0.00
Arcturus,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     213.9153003000000126,      19.1824091999999986,       0.0000000000000000,       0.0000000000000000,Arcturus.fits,  0,OK,K1.5IIIFe-0.5,   4765.0,   2.47,  -0.43,   0.17
Bellatrix,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,      81.2827635000000015,       6.3497032999999998,       0.0000000000000000,       0.0000000000000000,Bellatrix.fits,  0,VAR,B2V,  22017.3,   3.51,   0.01,   0.01
Betelgeuse,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,      88.7929390000000041,       7.4070640000000001,       0.0000000000000000,       0.0000000000000000,Betelgeuse.fits,  0,RSG,M1-M2Ia-Iab,   3778.5,  -0.46,  -0.13,   0.22
Canopus,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,      95.9879578000000038,     -52.6956613999999988,       0.0000000000000000,       0.0000000000000000,Canopus.fits,  0,OK,A9II,   7028.9,   1.12,  -0.27,   0.00
Castor,892348694913501952,  2.9247973,  3.2107816,  2.7979324,  0.4128492,NOT_AVAILABLE,      0,false,  6,  6,     113.6494715999999983,      31.8882821999999990,     113.6497899999999959,      31.8885040000000011,Castor.fits,  0,SAT,A1V+A2Vm,   9030.9,   3.94,   0.19,   0.00
HD000142,4976894960284258048,  5.5867019,  5.8390980,  5.1695895,  0.6695085,NOT_AVAILABLE,      1,true, 80, 71,       1.5798972000000000,     -49.0751865000000009,       1.5837991000000000,     -49.0753679999999974,HD000142.fits,  0,Planet,F7V,   6271.5,   3.97,  -0.04,   0.01
HD000739,2309813109479463040,  5.1205902,  5.3561015,  4.7467022,  0.6093993,NOT_AVAILABLE,      0,true, 30, 25,       2.9334212000000002,     -35.1331147000000001,       2.9343520999999999,     -35.1325569999999985,HD000739.fits,  0,OK,F5V,   6230.5,   3.52,  -0.46,   0.00
HD001581,4900108950849461248,  4.0735102,  4.3694768,  3.6002007,  0.7692761,NOT_AVAILABLE,      0,true, 34, 33,       5.0177443000000004,     -64.8747936999999979,       5.0356094999999996,     -64.8696170000000052,HD001581.fits,  0,SAT,F9.5V,   5865.2,   3.95,  -0.46,   0.01
HD002151,4683897617110115200,  2.6807318,  3.2956264,  2.3714890,  0.9241374,NOT_AVAILABLE,      0,true, 19, 19,       6.4377931999999998,     -77.2542461000000031,       6.4825049999999997,     -77.2527950000000061,HD002151.fits,  0,SAT,G0V,   5775.1,   3.67,  -0.36,   0.02
HD003158,4925088171405735680,  5.4478850,  5.6896901,  5.0534110,  0.6362791,NOT_AVAILABLE,      0,true, 45, 44,       8.6159649999999992,     -52.3730915000000010,       8.6176166999999992,     -52.3729230000000001,HD003158.fits,  0,OK,F6V,   6128.3,   3.56,  -0.46,   0.00
HD007312,4988805179472314368,  5.8937402,  6.0265598,  5.6365094,  0.3900504,NOT_AVAILABLE,      0,true, 50, 42,      18.1893020000000014,     -37.8564776999999992,      18.1898039999999988,     -37.8566119999999984,HD007312.fits,  0,VAR,A9(IV)(+F/G),   7088.6,   3.39,  -0.10,   0.00
HD007570,4934923028038871296,  4.8279195,  5.1077824,  4.3799143,  0.7278681,NOT_AVAILABLE,      0,true, 69, 63,      18.7963392999999996,     -45.5316645999999992,      18.8005589999999998,     -45.5308729999999997,HD007570.fits,  0,OK,F9VFe+0.4,   6077.4,   4.07,  -0.17,   0.00
HD010361,4911306239828325760,  5.6254873,  6.0899978,  4.9957995,  1.0941982,NOT_AVAILABLE,      0,true, 40, 39,      24.9481862999999997,     -56.1964480999999978,      24.9506569999999996,     -56.1963999999999970,HD010361.fits,  0,BIN,K2V,   5117.9,   4.86,  -0.41,   0.06
HD010647,4912580642524184960,  5.3831091,  5.6573124,  4.9468093,  0.7105031,NOT_AVAILABLE,      0,true, 46, 42,      25.6221437999999999,     -53.7408310000000000,      25.6233919999999991,     -53.7413000000000025,HD010647.fits,  0,OK,F9V,   6208.5,   4.46,  -0.17,   0.03
HD010840,4712976435488313216,  6.7669010,  6.7260513,  6.8082199, -0.0821686,VARIABLE,      0,true, 41, 41,      26.1373767000000008,     -61.0187055000000029,      26.1376220000000004,     -61.0187320000000000,HD010840.fits,  0,VAR,ApSi,  11866.5,   3.83,   0.53,   0.00
HD011171,2461043306017773696,  4.5682287,  4.7434058,  4.2835884,  0.4598174,NOT_AVAILABLE,      0,true, 34, 28,      27.3962615000000014,     -10.6864086000000000,      27.3955930000000016,     -10.6868239999999997,HD011171.fits,  0,OK,F0V,   6841.3,   3.45,  -0.08,   0.00
HD011643,4961654629610389376,  5.7876740,  6.3404908,  5.0844045,  1.2560863,NOT_AVAILABLE,      0,true, 71, 67,      28.3465525000000014,     -38.5946317000000008,      28.3472830000000009,     -38.5945010000000011,HD011643.fits,  0,OK,K1/2III,   4871.7,   2.58,   0.03,   0.12
HD011695,4942522955488925696,  3.2137411,  4.6727142,  2.3592534,  2.3134608,NOT_AVAILABLE,      0,false, 53, 53,      28.4114210000000007,     -46.3026679999999971,      28.4108240000000016,     -46.3030550000000005,HD011695.fits,  0,SAT,M4III,   3671.3,   0.27,  -0.13,   0.23
HD012311,4713424658275847168,  2.8074205,  3.1776981,  2.5679979,  0.6097002,NOT_AVAILABLE,      0,false, 18, 18,      29.6924777999999989,     -61.5698597000000021,      29.6949390000000015,     -61.5697389999999984,HD012311.fits,  0,SAT,F0IV,   7125.7,   3.47,   0.11,   0.00
HD012642,2492286341237939328,  4.9186435,  5.8807068,  3.9409704,  1.9397364,NOT_AVAILABLE,      0,true, 21, 21,      30.9187039000000006,      -4.1035149000000004,      30.9187380000000012,      -4.1037876000000004,HD012642.fits,  0,OK,M1IIICa1,      NaN,    NaN,    NaN,    NaN
HD014802,5119953517683718400,  5.0178437,  5.3485856,  4.5391221,  0.8094635,NOT_AVAILABLE,      0,true, 32, 28,      35.6357935999999995,     -23.8168000000000006,      35.6365819999999971,     -23.8167779999999993,HD014802.fits,  0,OK,G0V,   5636.0,   3.37,  -0.46,   0.02
HD016673,5173902189571919872,  5.6653461,  5.9243231,  5.2457151,  0.6786079,NOT_AVAILABLE,      0,false, 14, 12,      40.0517541999999978,      -9.4528709000000006,      40.0511369999999971,      -9.4532217000000003,HD016673.fits,  0,BIN,F8VFe-0.4,   6235.1,   4.43,  -0.11,   0.00
HD018242,4748477123328077696,  6.1172471,  8.9096508,  3.3091843,  5.6004667,NOT_AVAILABLE,      0,true, 33, 34,      43.4698753999999994,     -49.8896474000000012,      43.4707620000000006,     -49.8894880000000001,HD018242.fits,  0,AGB,M5-7e,   2892.0,   1.41,   0.02,   0.42
HD018369,2498086746110685696,  6.5591326,  6.7144041,  6.2672334,  0.4471707,NOT_AVAILABLE,      0,false, 16, 16,      44.2931122999999971,       0.4477900000000000,      44.2932369999999977,       0.4477752800000000,HD018369.fits,  0,OK,A9IV/V,   6927.3,   3.59,  -0.04,   0.00
HD018466,5065109121778224768,  6.1526999,  6.4137325,  5.7097917,  0.7039409,NOT_AVAILABLE,      0,true, 69, 68,      44.3037568000000022,     -29.8552755999999988,      44.3036820000000020,     -29.8553010000000008,HD018466.fits,  1,OK,A2/3(V)+(G),   6815.6,   3.80,  -0.05,   0.17
HD018692,5073246882211822720,  5.5986996,  5.8002748,  5.2539258,  0.5463490,NOT_AVAILABLE,      0,true, 44, 40,      44.9007610000000028,     -25.2741334000000002,      44.9016519999999986,     -25.2737589999999983,HD018692.fits,  0,OK,F4V,   6541.6,   3.67,  -0.13,   0.02
HD018884,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,      45.5698877999999965,       4.0897388000000001,       0.0000000000000000,       0.0000000000000000,HD018884.fits,  0,AGB,M1.5IIIa,   4180.5,   1.85,   0.52,   0.36
HD020010,5059348952161258624,  3.8014393,  4.0820661,  3.3602977,  0.7217684,NOT_AVAILABLE,      0,true,109,107,      48.0188741999999991,     -28.9876220000000018,      48.0207010000000025,     -28.9848700000000008,HD020010.fits,  0,SAT,F6V,   6110.6,   3.45,  -0.45,   0.00
HD020234,4727337637895749888,  4.5381293,  5.9362240,  3.4171982,  2.5190258,VARIABLE,      0,true, 49, 49,      48.1381663000000017,     -57.3215491999999998,      48.1383209999999977,     -57.3214880000000022,HD020234.fits,  0,C,C-N5IIIb:,      NaN,    NaN,    NaN,    NaN
HD020807,4722135642226902656,  5.0796084,  5.3797417,  4.5940652,  0.7856765,NOT_AVAILABLE,      0,true, 42, 44,      49.5534120000000016,     -62.5063624000000004,      49.5662260000000003,     -62.5034840000000003,HD020807.fits,  0,DMS,G1V,   5914.9,   4.46,  -0.44,   0.03
HD021423,4860808694421129600,  6.3848500,  6.4128122,  6.3074155,  0.1053967,NOT_AVAILABLE,      0,true, 54, 50,      51.4826747999999981,     -35.9208854999999971,      51.4828770000000020,     -35.9209060000000022,HD021423.fits,  0,VAR,A1IV,   9401.9,   4.29,  -0.55,   0.05
HD022049,5164707970261890560,  3.4657519,  3.9824479,  2.8421502,  1.1402977,NOT_AVAILABLE,      0,false, 28, 28,      53.2326854000000012,      -9.4582610000000003,      53.2282930000000007,      -9.4581681999999994,HD022049.fits,  0,SAT,K2V,   5341.9,   5.04,  -0.14,   0.12
HD022484,3263836568394170880,  4.1410933,  4.4336386,  3.6758435,  0.7577951,NOT_AVAILABLE,      0,false, 20, 21,      54.2182653999999999,       0.4016645000000000,      54.2172320000000028,       0.3995245900000000,HD022484.fits,  0,SAT,F9IV-V,   5866.3,   3.60,  -0.45,   0.00
HD023249,5164120762333028736,  3.2755666,  3.8529601,  2.6867616,  1.1661985,NOT_AVAILABLE,      0,false, 22, 21,      55.8120856000000032,      -9.7633919000000002,      55.8116630000000029,      -9.7600836999999991,HD023249.fits,  0,SAT,K0+IV,   5123.9,   3.89,  -0.03,   0.07
HD024616,5084391257193086336,  6.4524870,  6.8834033,  5.8414974,  1.0419059,NOT_AVAILABLE,      0,true, 55, 51,      58.4977676000000031,     -23.1370752999999993,      58.4993929999999978,     -23.1384019999999992,HD024616.fits,  0,OK,G8IV/V,   5225.0,   3.47,  -0.71,   0.10
HD024712,5114586492192519168,  5.9420676,  6.0867114,  5.6733990,  0.4133124,NOT_AVAILABLE,      0,false, 34, 32,      58.8172138999999987,     -12.0990909999999996,      58.8167990000000032,     -12.0992169999999994,HD024712.fits,  0,VAR,A9VpSrEuCr,   7357.6,   4.09,  -0.47,   0.00
HD025069,3245123980001812864,  5.5673671,  6.0663562,  4.9079843,  1.1583719,NOT_AVAILABLE,      0,false, 27, 27,      59.7183080000000004,      -5.4699475000000000,      59.7180990000000023,      -5.4707220999999997,HD025069.fits,  0,OK,K0/1III,   5093.6,   3.53,   0.03,   0.11
HD026612,4840555106121661952,  4.7767110,  5.0161333,  4.5301957,  0.4859376,NOT_AVAILABLE,      0,true, 33, 29,      62.7107886000000008,     -41.9935704999999970,      62.7119130000000027,     -41.9932919999999967,HD026612.fits,  0,DMS,F2IV/V,   6886.8,   3.57,  -0.16,   0.00
HD027256,4676528209144882304,  3.1259058,  3.7202733,  2.5713940,  1.1488793,NOT_AVAILABLE,      0,true, 48, 48,      63.6061838999999978,     -62.4738588000000021,      63.6065579999999997,     -62.4736130000000003,HD027256.fits,  0,SAT,G8IIIa:,   5191.2,   2.39,  -0.25,   0.08
HD027290,4781833626056162688,  4.1875706,  4.3386145,  3.8836932,  0.4549212,VARIABLE,      0,false, 23, 22,      64.0066108999999983,     -51.4866480000000024,      64.0073280000000011,     -51.4858290000000025,HD027290.fits,  0,SAT,F1V,   6987.9,   3.69,  -0.15,   0.02
HD027411,4897544649215563008,  6.0422902,  6.1643109,  5.8113871,  0.3529239,NOT_AVAILABLE,      0,true, 54, 49,      64.6562152000000054,     -22.9697208999999987,      64.6564620000000048,     -22.9695239999999998,HD027411.fits,  0,OK,A3mA5-F2,   6835.3,   2.44,   0.09,   0.00
HD029138,4615219578218188928,  7.1553926,  7.0977821,  7.2051678, -0.1073856,NOT_AVAILABLE,      0,true, 35, 35,      63.4446848999999986,     -84.4857932000000034,      63.4445720000000009,     -84.4857549999999975,HD029138.fits,  0,OK,B1.5III,  24089.5,   2.97,   0.03,   0.20
HD030562,3188395880157173120,  5.6183434,  5.9314270,  5.1397080,  0.7917190,NOT_AVAILABLE,      0,true, 35, 33,      72.1516045000000048,      -5.6740437999999997,      72.1529950000000042,      -5.6751497000000004,HD030562.fits,  0,OK,G2IV,   5914.1,   4.03,   0.03,   0.00
HD030677,3289656915346252032,  6.8133602,  6.7746882,  6.8239717, -0.0492835,NOT_AVAILABLE,      0,true, 45, 39,      72.5150583000000069,       8.4078443000000007,      72.5150450000000006,       8.4078263999999994,HD030677.fits,  0,OK,B1II-III((n)),  21851.1,   2.56,   0.11,   0.17
HD032667,2960561059245715968,  5.5735912,  5.6118627,  5.4823771,  0.1294856,NOT_AVAILABLE,      0,true, 54, 45,      75.9719659999999948,     -24.3881474999999988,      75.9720879999999994,     -24.3883159999999997,HD032667.fits,  0,OK,A2IV,   9198.5,   4.10,   0.19,   0.07
HD033256,3212075924646082176,  4.9814367,  5.2263784,  4.5947251,  0.6316533,NOT_AVAILABLE,      0,true, 63, 58,      77.1820780000000042,      -4.4562083000000001,      77.1823200000000043,      -4.4561361000000002,HD033256.fits,  0,OK,F5.5VkF4mF2,   6230.3,   3.46,  -0.53,   0.00
HD034055,3215512718819788288,  5.1974483,  7.0940337,  3.8719182,  3.2221155,VARIABLE,      0,true, 31, 31,      78.6539721999999983,      -0.5628417000000000,      78.6540439999999990,      -0.5628570600000000,HD034055.fits,  0,AGB,M4III,   3219.8,   1.41,   0.05,   0.00
HD034295,2954791234539940864,  7.1040926,  7.2148905,  6.8853512,  0.3295393,NOT_AVAILABLE,      0,true, 54, 48,      78.7944202000000047,     -28.3352633999999988,      78.7942869999999971,     -28.3351770000000016,HD034295.fits,  0,OK,A3/5II,   7428.0,   3.67,   0.18,   0.00
HD035072,4772547941122028672,  5.3059335,  5.5692797,  4.8924637,  0.6768160,NOT_AVAILABLE,      0,true, 24, 22,      79.8422292000000056,     -50.6059672000000020,      79.8423920000000038,     -50.6049549999999968,HD035072.fits,  0,OK,F6IV,   5973.0,   2.90,  -0.44,   0.00
HD036646,3217181124645104384,  6.7397957,  6.5175104,  6.6791391, -0.1616287,VARIABLE,      0,true, 31, 30,      83.2806065999999987,      -1.7173598000000001,      83.2806049999999942,      -1.7173586999999999,HD036646.fits,  0,DMS,B3V,      NaN,    NaN,    NaN,    NaN
HD036861,3337991583943473280,  3.5281031,  3.4947097,  3.6371272, -0.1424174,NOT_AVAILABLE,      0,true, 29, 29,      83.7844836999999956,       9.9341643000000008,      83.7844970000000018,       9.9341501000000001,HD036861.fits,  0,SAT,O8III((f)),  40590.8,   3.55,   0.49,   0.14
HD036959,3017187866581306368,  5.6786079,  5.5113807,  5.8332291, -0.3218484,NOT_AVAILABLE,      0,true, 39, 37,      83.7541958999999991,      -6.0092685000000001,      83.7541999999999973,      -6.0092730000000003,HD036959.fits,  0,YSO,B1V,  28336.3,   4.36,  -0.02,   0.09
HD037055,3215970150016618880,  6.3937335,  6.2997856,  6.4788766, -0.1790910,VARIABLE,      0,true, 31, 30,      83.8996013000000005,      -3.2528386999999999,      83.8996070000000032,      -3.2528450000000002,HD037055.fits,  0,VAR,B3III,  17337.1,   4.15,  -0.48,   0.12
HD037227,4766376347995853056,  6.6701565,  6.8488731,  6.3479643,  0.5009089,NOT_AVAILABLE,      0,true, 24, 23,      83.3937097000000023,     -57.0831330999999977,      83.3938700000000068,     -57.0829510000000013,HD037227.fits,  1,OK,F0II,   6716.1,   3.09,  -0.29,   0.02
HD037490,3224479171721217280,  4.4665771,  4.4311452,  4.5073137, -0.0761685,NOT_AVAILABLE,      0,true, 38, 37,      84.7964429999999965,       4.1214665000000004,      84.7964400000000040,       4.1214709000000003,HD037490.fits,  0,SAT,B3Ve,  23632.8,   3.42,   0.04,   0.17
HD037495,2907306935108521088,  5.1550131,  5.4018888,  4.7645097,  0.6373792,NOT_AVAILABLE,      0,true, 41, 37,      84.4359067999999979,     -28.6896902999999988,      84.4357150000000019,     -28.6895020000000009,HD037495.fits,  0,OK,F5V,   6222.3,   3.39,  -0.36,   0.00
HD037811,2901273846086933888,  5.2005048,  5.6592484,  4.5899615,  1.0692868,NOT_AVAILABLE,      0,true, 32, 28,      84.9576655999999986,     -32.6292158999999984,      84.9575770000000006,     -32.6293560000000014,HD037811.fits,  0,OK,G6/8III,   5193.8,   2.56,  -0.18,   0.06
HD038393,2964000159821218432,  3.4768231,  3.7968590,  3.0440361,  0.7528229,NOT_AVAILABLE,      0,true, 60, 61,      86.1157941999999963,     -22.4483855000000005,      86.1143909999999977,     -22.4500230000000016,HD038393.fits,  0,SAT,F6V,   6386.0,   4.34,  -0.15,   0.02
HD039060,4792774797545800832,  3.8232422,  3.9215844,  3.6601520,  0.2614324,NOT_AVAILABLE,      0,true, 25, 25,      86.8211986999999965,     -51.0665114000000031,      86.8212350000000015,     -51.0661360000000002,HD039060.fits,  0,SAT,A6V,   8101.8,   4.10,  -0.02,   0.10
HD040136,2995725777563537792,  3.6358559,  3.8544617,  3.3150194,  0.5394423,NOT_AVAILABLE,      0,true, 37, 37,      89.1012228999999962,     -14.1676994999999994,      89.1010330000000010,     -14.1670809999999996,HD040136.fits,  0,SAT,F2V,   6964.5,   3.89,  -0.21,   0.02
HD042682,5572962581890940160,  4.4809070,  5.7753429,  3.3500657,  2.4252772,VARIABLE,      0,true, 25, 25,      92.5433498000000014,     -40.3537906999999976,      92.5432289999999966,     -40.3534610000000029,HD042682.fits,  0,AGB,M2II/III,   3648.7,   0.47,  -0.54,   0.21
HD043285,3318793251929855616,  6.0436206,  5.9721980,  6.1381927, -0.1659946,NOT_AVAILABLE,      0,false, 16, 15,      93.9174028999999990,       6.0661684999999999,      93.9174000000000007,       6.0660927999999998,HD043285.fits,  0,Be,B6Ve,  14569.0,   4.14,   0.05,   0.00
HD043318,3121655180756368128,  5.5015097,  5.7490659,  5.0771685,  0.6718974,NOT_AVAILABLE,      0,false, 19, 15,      93.8927714000000009,      -0.5121891000000000,      93.8920679999999948,      -0.5131597500000000,HD043318.fits,  0,OK,F5V,   5988.2,   3.06,  -0.51,   0.00
HD045067,3118434397663311360,  5.7350340,  6.0191541,  5.2843289,  0.7348251,NOT_AVAILABLE,      0,false, 13, 11,      96.3189428000000021,      -0.9458829000000000,      96.3200049999999948,      -0.9468533500000000,HD045067.fits,  0,OK,F9V,   5933.4,   3.42,  -0.41,   0.01
HD045415,3124311910086822912,  5.2610693,  5.7818937,  4.5914626,  1.1904311,NOT_AVAILABLE,      0,false, 17, 18,      96.8352107000000046,       2.9082878999999999,      96.8350159999999960,       2.9083459000000000,HD045415.fits,  0,OK,G8III,   4818.1,   2.12,  -0.46,   0.04
HD045725,3006953165675574272,  4.5395288,  4.5008135,  4.5559583, -0.0551448,NOT_AVAILABLE,      0,true, 36, 34,      97.2044599999999974,      -7.0330594000000000,      97.2044309999999996,      -7.0330725000000003,HD045725.fits,  0,Be,B4Veshell,      NaN,    NaN,    NaN,    NaN
HD046185,2952064789303651200,  6.7702756,  6.6724734,  6.9206581, -0.2481847,VARIABLE,      0,true, 44, 40,      97.8509844000000015,     -12.5596920000000001,      97.8509739999999937,     -12.5596940000000004,HD046185.fits,  0,OK,B2/3(II),  25383.2,   4.14,  -0.02,   0.12
HD046462,5580297801916850048,  7.6450057,  7.4623208,  7.5898757, -0.1275549,VARIABLE,      0,true, 37, 37,      97.9383098999999930,     -37.1731173000000013,      97.9382669999999962,     -37.1730620000000016,HD046462.fits,  0,VAR,ApSi,  12599.8,   3.99,   0.51,   0.03
HD047116,2923818473022846976,  7.6994090,  7.6800280,  7.7057886, -0.0257607,VARIABLE,      0,true, 63, 58,      99.0210830000000044,     -24.1187675000000006,      99.0210820000000069,     -24.1187450000000005,HD047116.fits,  0,OK,ApSi,  10632.3,   3.61,   0.73,   0.05
HD047306,5501284972198817536,  4.3258247,  4.3454027,  4.2684822,  0.0769205,NOT_AVAILABLE,      0,true, 29, 24,      98.7440830000000034,     -52.9756088999999974,      98.7440280000000001,     -52.9755619999999965,HD047306.fits,  0,SAT,A0II,   9361.3,   2.45,  -0.34,   0.03
HD047839,3326740865570982400,  4.5435162,  4.5133061,  4.8737917, -0.3604856,NOT_AVAILABLE,      0,false, 17, 17,     100.2444150999999977,       9.8957563999999998,     100.2444200000000052,       9.8957391000000001,HD047839.fits,  0,Be,O7V+B1.5/2V,  45541.0,   3.96,   0.34,   0.09
HD048099,3132668164099141120,  6.3126593,  6.2689400,  6.3285198, -0.0595798,NOT_AVAILABLE,      0,false, 20, 17,     100.4967953000000023,       6.3454256999999998,     100.4967999999999932,       6.3454379000000003,HD048099.fits,  0,Be,O5V((f))z+O9:V,  56605.6,   4.08,   0.31,   0.32
HD048915,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     101.2871552999999949,     -16.7161158999999984,       0.0000000000000000,       0.0000000000000000,HD048915.fits,  0,BIN,A0mA1Va,   8829.4,   4.08,   0.05,   0.00
HD049131,5584339709742678528,  5.7385941,  5.5943313,  5.8250618, -0.2307305,VARIABLE,      0,true, 35, 34,     101.3799532000000028,     -30.9489805000000011,     101.3799400000000048,     -30.9489599999999996,HD049131.fits,  0,Be,B1.5Vne,      NaN,    NaN,    NaN,    NaN
HD049331,3098523380258573952,  4.1732259,  5.3095169,  3.1574173,  2.1520996,NOT_AVAILABLE,      0,false, 30, 31,     101.9050873999999993,      -8.9985026999999995,     101.9050699999999949,      -8.9984973000000004,HD049331.fits,  0,AGB,M1Ib-IIa,   3945.6,   0.13,  -0.23,   0.39
HD049333,2926942116843379968,  6.0388002,  5.9498491,  6.1676092, -0.2177601,VARIABLE,      0,true, 86, 79,     101.7561814000000027,     -21.0154032000000015,     101.7561100000000067,     -21.0153779999999983,HD049333.fits,  0,VAR,B7II/III,  17846.0,   4.14,  -0.04,   0.06
HD049888,2952758856018716288,  7.2744842,  7.1990905,  7.3648334, -0.1657429,NOT_AVAILABLE,      0,true, 35, 35,     102.5337044999999989,     -12.5847534000000003,     102.5336900000000071,     -12.5847379999999998,HD049888.fits,  0,BS,B5Iab/b,      NaN,    NaN,    NaN,    NaN
HD050241,5478862906452936960,  3.2033739,  3.4288552,  2.9706638,  0.4581914,NOT_AVAILABLE,      0,false, 20, 21,     102.0477297000000050,     -61.9413891000000021,     102.0470600000000019,     -61.9401160000000033,HD050241.fits,  0,SAT,A8VnkA6,   7451.3,   3.61,  -0.06,   0.00
HD050896,2922367976673391232,  6.5831623,  6.5606937,  6.5309567,  0.0297370,VARIABLE,      0,true, 67, 64,     103.5543497999999971,     -23.9283397999999998,     103.5543299999999931,     -23.9283259999999984,HD050896.fits,  0,WR,WN4b,      NaN,    NaN,    NaN,    NaN
HD051876,2947766145514856064,  7.1079798,  7.0634327,  7.1491551, -0.0857224,NOT_AVAILABLE,      0,true, 75, 67,     104.6010263000000009,     -16.0546040999999988,     104.6010299999999944,     -16.0545639999999992,HD051876.fits,  0,OK,B9IIw,  11915.5,   3.60,   0.37,   0.05
HD054605,none, 99.9899979, 99.9899979, 99.9899979, 99.9899979,none,      0,none,  0,  0,     107.0978501999999963,     -26.3931995999999991,       0.0000000000000000,       0.0000000000000000,HD054605.fits,  0,ESG,F8Ia,   5438.7,   0.45,  -0.55,   0.00
HD055892,5509770796785820416,  4.3830099,  4.5710940,  4.0772033,  0.4938908,NOT_AVAILABLE,      0,true, 26, 23,     108.1401046999999949,     -46.7593046000000001,     108.1392199999999946,     -46.7588269999999966,HD055892.fits,  0,VAR,F3VFe-1.0,   6809.5,   3.61,  -0.53,   0.00
HD057167,3030977013710528768,  5.6195521,  5.7862020,  5.2971487,  0.4890532,VARIABLE,      0,true, 31, 31,     109.8674105000000054,     -16.3952486999999998,     109.8681799999999953,     -16.3958660000000016,HD057167.fits,  0,EB,F2III/IV,   6966.2,   3.76,  -0.03,   0.03
HD058343,3028075299446506880,  5.1530871,  5.1135283,  5.0956669,  0.0178614,VARIABLE,      0,true, 37, 37,     111.1674471999999980,     -16.2014728000000012,     111.1674200000000070,     -16.2015649999999987,HD058343.fits,  0,Be,B2Vne,      NaN,    NaN,    NaN,    NaN
HD058377,5605851482951097600,  6.7541122,  6.6706057,  6.8708057, -0.2002001,NOT_AVAILABLE,      0,true, 49, 40,     111.0333109999999976,     -28.8278819999999989,     111.0332700000000017,     -28.8278570000000016,HD058377.fits,  1,OK,B3III,  18447.8,   3.90,   0.01,   0.08
HD058978,5618635367207942400,  5.5251842,  5.4876404,  5.5085173, -0.0208769,NOT_AVAILABLE,      0,true, 59, 53,     111.7478444999999994,     -23.0860249000000017,     111.7478100000000012,     -23.0860069999999986,HD058978.fits,  0,Be,B0.5IVe,      NaN,    NaN,    NaN,    NaN
HD059468,5493588665684618752,  6.5475388,  6.8943577,  6.0285997,  0.8657579,NOT_AVAILABLE,      0,true, 36, 36,     111.8561009999999953,     -51.4026003999999972,     111.8540500000000009,     -51.4026100000000028,HD059468.fits,  1,OK,G6.5V,   5787.4,   4.57,  -0.05,   0.07
HD059967,5586381090520538880,  6.5029130,  6.8193164,  6.0125165,  0.8067999,NOT_AVAILABLE,      0,true, 39, 35,     112.6771322999999967,     -37.3393629999999987,     112.6766499999999951,     -37.3391280000000023,HD059967.fits,  1,OK,G3V,   6090.6,   4.96,  -0.04,   0.08
HD060498,5591877995828084992,  7.3154683,  7.2384462,  7.4261007, -0.1876545,NOT_AVAILABLE,      0,true, 46, 42,     113.3549577999999940,     -33.3998994999999965,     113.3549100000000038,     -33.3998800000000031,HD060498.fits,  0,OK,B4IV,  16295.0,   4.12,  -0.48,   0.08
HD061429,5614158258941878144,  4.6574612,  4.6012144,  4.6913428, -0.0901284,VARIABLE,      0,true, 59, 51,     114.5751910999999978,     -25.3648057999999992,     114.5751800000000031,     -25.3648349999999994,HD061429.fits,  0,EB,B8III,  11432.4,   3.15,   0.04,   0.00
HD061913,3164322073068316800,  4.5089469,  5.8304362,  3.3639050,  2.4665313,NOT_AVAILABLE,      0,false, 18, 18,     115.5134086999999994,      14.2085062000000004,     115.5134000000000043,      14.2084620000000008,HD061913.fits,  0,S,M3+II-III,   3721.6,   0.38,  -0.38,   0.38
